fecha,id_tienda,id_producto,nombre,stock_actual,forecast_next_week,forecast_ajustado,bias_error,sigma_error,pi80_lower,pi80_upper,critical_ratio,politica_riesgo,costo_stockout,costo_overstock,demanda_objetivo_economica,stock_objetivo,pedido_base,pedido_optimo,q_p80,costo_esperado_base,costo_esperado_optimo,ahorro_costo_esperado
2024-03-31,STORE_01,PROD_001,Tinto,1,46.89479064941406,47.027302185694374,0.13251153628031412,9.140446191975542,35.31334905859194,58.74125531279681,0.6772908366533864,Agresiva,1700,810,51.23315408398803,51.23315408398803,47,51,54.720095785439256,9152.741223760419,8233.331018352765,919.4102054076538
2024-03-31,STORE_01,PROD_002,Café con Leche,10,59.88780975341797,58.43836386998495,-1.4494458834330242,14.127062246428117,40.333805131528976,76.54292260844092,0.6543385490753911,Agresiva,2300,1215,64.04766122119074,64.04766122119074,49,55,70.32799942496777,19810.126734290017,18308.487814216787,1501.63892007323
2024-03-31,STORE_01,PROD_003,Cappuccino,33,66.89463806152344,67.2238032023112,0.32916514078776044,13.722181771161388,49.63811967079175,84.80948673383065,0.6644518272425249,Agresiva,3000,1515,73.05084285638583,73.05084285638583,35,41,78.77268275223949,24716.728572733482,22585.74824196435,2130.9803307691327
2024-03-31,STORE_01,PROD_004,Pan de Bono,11,48.8521614074707,48.22382920583089,-0.6283322016398112,10.07498459730377,35.312216922318505,61.13544148934327,0.6382978723404256,Balanceada,1800,1020,51.789494929143956,51.789494929143956,38,41,56.703150171114686,11334.531271326647,10646.453221034591,688.0780502920552
2024-03-31,STORE_01,PROD_005,Buñuelo,3,77.00310516357422,77.49890098571777,0.49579582214355467,16.76939394123823,56.00805792708978,98.98974404434576,0.6746031746031746,Agresiva,1700,820,85.08973335854034,85.08973335854034,75,83,91.61237900126706,16858.851054866223,15217.183860274474,1641.6671945917496
2024-03-31,STORE_01,PROD_006,Croissant,13,81.65804290771484,81.01759252548217,-0.640450382232666,15.077320852866805,61.69522838227247,100.33995666869188,0.6524822695035462,Agresiva,2300,1225,86.92836658996355,86.92836658996355,69,74,93.70698590105494,21202.80719093832,19634.525385553192,1568.2818053851297
2024-03-31,STORE_01,PROD_007,Pastel de Pollo,8,72.78693389892578,73.57843802769979,0.7915041287740071,16.171203171691232,52.854207286279085,94.30266876912049,0.56657223796034,Conservadora,2000,1530,76.28960415245709,76.28960415245709,66,69,87.18846598985479,22773.359645627315,22455.543099035414,317.816546591901
2024-03-31,STORE_01,PROD_008,Jugo de Naranja,13,63.04596710205078,60.686443456014,-2.359523646036784,18.243174849439832,37.3068741672105,84.0660127448175,0.594059405940594,Conservadora,3000,2050,65.02831686114877,65.02831686114877,48,53,76.04028677758004,36753.76756979783,35727.43096579632,1026.3366040015098
2024-03-31,STORE_02,PROD_001,Tinto,9,70.1860122680664,70.31852380434673,0.13251153628031412,9.140446191975542,58.60457067724429,82.03247693144917,0.6772908366533864,Agresiva,1700,810,74.52437570264038,74.52437570264038,62,66,78.0113174040916,9152.741223760419,8233.331018352765,919.4102054076538
2024-03-31,STORE_02,PROD_002,Café con Leche,20,89.50413513183594,88.05468924840291,-1.4494458834330242,14.127062246428117,69.95013050994693,106.15924798685889,0.6543385490753911,Agresiva,2300,1215,93.6639865996087,93.6639865996087,69,74,99.94432480338573,19810.126734290017,18308.487814216795,1501.6389200732228
2024-03-31,STORE_02,PROD_003,Cappuccino,32,89.24491882324219,89.57408396402995,0.32916514078776044,13.722181771161388,71.9884004325105,107.1597674955494,0.6644518272425249,Agresiva,3000,1515,95.40112361810458,95.40112361810458,58,64,101.12296351395824,24716.728572733482,22585.74824196435,2130.9803307691327
2024-03-31,STORE_02,PROD_004,Pan de Bono,43,70.34481811523438,69.71648591359457,-0.6283322016398112,10.07498459730377,56.804873630082184,82.62809819710695,0.6382978723404256,Balanceada,1800,1020,73.28215163690764,73.28215163690764,27,31,78.19580687887836,11334.531271326647,10646.453221034591,688.0780502920552
2024-03-31,STORE_02,PROD_005,Buñuelo,27,110.06143188476562,110.55722770690917,0.49579582214355467,16.76939394123823,89.06638464828119,132.04807076553718,0.6746031746031746,Agresiva,1700,820,118.14806007973175,118.14806007973175,84,92,124.67070572245846,16858.851054866223,15217.183860274474,1641.6671945917496
2024-03-31,STORE_02,PROD_006,Croissant,8,90.24298858642578,89.60253820419311,-0.640450382232666,15.077320852866805,70.2801740609834,108.92490234740282,0.6524822695035462,Agresiva,2300,1225,95.51331226867448,95.51331226867448,82,88,102.29193157976587,21202.80719093832,19634.525385553192,1568.2818053851297
2024-03-31,STORE_02,PROD_007,Pastel de Pollo,11,117.15300750732422,117.94451163609823,0.7915041287740071,16.171203171691232,97.22028089467753,138.66874237751892,0.56657223796034,Conservadora,2000,1530,120.65567776085553,120.65567776085553,107,110,131.55453959825323,22773.359645627315,22455.543099035414,317.816546591901
2024-03-31,STORE_02,PROD_008,Jugo de Naranja,20,117.70372772216797,115.34420407613119,-2.359523646036784,18.243174849439832,91.9646347873277,138.7237733649347,0.594059405940594,Conservadora,3000,2050,119.68607748126597,119.68607748126597,96,100,130.69804739769722,36753.76756979783,35727.43096579631,1026.3366040015171
2024-03-31,STORE_03,PROD_001,Tinto,4,91.56515502929688,91.6976665655772,0.13251153628031412,9.140446191975542,79.98371343847475,103.41161969267964,0.6772908366533864,Agresiva,1700,810,95.90351846387085,95.90351846387085,88,92,99.39046016532207,9152.741223760419,8233.331018352765,919.4102054076538
2024-03-31,STORE_03,PROD_002,Café con Leche,24,68.8451156616211,67.39566977818806,-1.4494458834330242,14.127062246428117,49.29111103973209,85.50022851664404,0.6543385490753911,Agresiva,2300,1215,73.00496712939386,73.00496712939386,44,50,79.28530533317088,19810.126734290017,18308.487814216795,1501.6389200732228
2024-03-31,STORE_03,PROD_003,Cappuccino,20,94.43505096435547,94.76421610514323,0.32916514078776044,13.722181771161388,77.17853257362378,112.34989963666268,0.6644518272425249,Agresiva,3000,1515,100.59125575921786,100.59125575921786,75,81,106.31309565507152,24716.728572733482,22585.74824196435,2130.9803307691327
2024-03-31,STORE_03,PROD_004,Pan de Bono,21,62.743408203125,62.115076001485185,-0.6283322016398112,10.07498459730377,49.2034637179728,75.02668828499756,0.6382978723404256,Balanceada,1800,1020,65.68074172479825,65.68074172479825,42,45,70.59439696676898,11334.531271326647,10646.453221034591,688.0780502920552
2024-03-31,STORE_03,PROD_005,Buñuelo,8,156.99459838867188,157.49039421081542,0.49579582214355467,16.76939394123823,135.99955115218742,178.98123726944343,0.6746031746031746,Agresiva,1700,820,165.081226583638,165.081226583638,150,158,171.6038722263647,16858.851054866223,15217.183860274474,1641.6671945917496
2024-03-31,STORE_03,PROD_006,Croissant,18,134.64730834960938,134.0068579673767,-0.640450382232666,15.077320852866805,114.68449382416699,153.32922211058641,0.6524822695035462,Agresiva,2300,1225,139.9176320318581,139.9176320318581,117,122,146.69625134294947,21202.80719093832,19634.525385553196,1568.281805385126
2024-03-31,STORE_03,PROD_007,Pastel de Pollo,4,154.814208984375,155.605713113149,0.7915041287740071,16.171203171691232,134.88148237172828,176.3299438545697,0.56657223796034,Conservadora,2000,1530,158.3168792379063,158.3168792379063,152,155,169.215741075304,22773.359645627315,22455.543099035414,317.816546591901
2024-03-31,STORE_03,PROD_008,Jugo de Naranja,4,130.8790740966797,128.5195504506429,-2.359523646036784,18.243174849439832,105.1399811618394,151.8991197394464,0.594059405940594,Conservadora,3000,2050,132.86142385577767,132.86142385577767,125,129,143.87339377220894,36753.76756979783,35727.43096579631,1026.3366040015171
2024-03-31,STORE_04,PROD_001,Tinto,29,72.53129577636719,72.6638073126475,0.13251153628031412,9.140446191975542,60.94985418554507,84.37776043974995,0.6772908366533864,Agresiva,1700,810,76.86965921094117,76.86965921094117,44,48,80.35660091239238,9152.741223760419,8233.331018352765,919.4102054076538
2024-03-31,STORE_04,PROD_002,Café con Leche,9,80.11165618896484,78.66221030553181,-1.4494458834330242,14.127062246428117,60.55765156707584,96.7667690439878,0.6543385490753911,Agresiva,2300,1215,84.27150765673761,84.27150765673761,70,76,90.55184586051463,19810.126734290017,18308.487814216795,1501.6389200732228
2024-03-31,STORE_04,PROD_003,Cappuccino,15,87.85680389404297,88.18596903483073,0.32916514078776044,13.722181771161388,70.60028550331128,105.77165256635018,0.6644518272425249,Agresiva,3000,1515,94.01300868890536,94.01300868890536,74,80,99.73484858475902,24716.728572733482,22585.74824196435,2130.9803307691327
2024-03-31,STORE_04,PROD_004,Pan de Bono,6,49.13163757324219,48.50330537160237,-0.6283322016398112,10.07498459730377,35.59169308808999,61.414917655114756,0.6382978723404256,Balanceada,1800,1020,52.06897109491544,52.06897109491544,43,47,56.98262633688617,11334.531271326647,10646.453221034591,688.0780502920552
2024-03-31,STORE_04,PROD_005,Buñuelo,5,132.0154266357422,132.51122245788574,0.49579582214355467,16.76939394123823,111.02037939925775,154.00206551651374,0.6746031746031746,Agresiva,1700,820,140.1020548307083,140.1020548307083,128,136,146.624700473435,16858.851054866223,15217.183860274474,1641.6671945917496
2024-03-31,STORE_04,PROD_006,Croissant,30,187.0926513671875,186.45220098495483,-0.640450382232666,15.077320852866805,167.12983684174512,205.77456512816454,0.6524822695035462,Agresiva,2300,1225,192.36297504943622,192.36297504943622,157,163,199.1415943605276,21202.80719093832,19634.525385553196,1568.281805385126
2024-03-31,STORE_04,PROD_007,Pastel de Pollo,31,96.32701873779297,97.11852286656698,0.7915041287740071,16.171203171691232,76.39429212514628,117.84275360798767,0.56657223796034,Conservadora,2000,1530,99.82968899132428,99.82968899132428,67,69,110.72855082872198,22773.359645627315,22455.543099035414,317.816546591901
2024-03-31,STORE_04,PROD_008,Jugo de Naranja,36,180.74502563476562,178.38550198872883,-2.359523646036784,18.243174849439832,155.00593269992532,201.76507127753234,0.594059405940594,Conservadora,3000,2050,182.7273753938636,182.7273753938636,143,147,193.73934531029488,36753.76756979783,35727.43096579631,1026.3366040015171
2024-03-31,STORE_05,PROD_001,Tinto,38,57.5250129699707,57.657524506251015,0.13251153628031412,9.140446191975542,45.94357137914858,69.37147763335345,0.6772908366533864,Agresiva,1700,810,61.863376404544674,61.863376404544674,20,24,65.3503181059959,9152.741223760419,8233.331018352765,919.4102054076538
2024-03-31,STORE_05,PROD_002,Café con Leche,10,55.98752212524414,54.53807624181112,-1.4494458834330242,14.127062246428117,36.43351750335515,72.64263498026709,0.6543385490753911,Agresiva,2300,1215,60.14737359301691,60.14737359301691,45,51,66.42771179679394,19810.126734290017,18308.487814216787,1501.63892007323
2024-03-31,STORE_05,PROD_003,Cappuccino,33,120.85585021972656,121.18501536051433,0.32916514078776044,13.722181771161388,103.59933182899488,138.77069889203378,0.6644518272425249,Agresiva,3000,1515,127.01205501458895,127.01205501458895,89,95,132.73389491044261,24716.728572733482,22585.74824196435,2130.9803307691327
2024-03-31,STORE_05,PROD_004,Pan de Bono,8,41.995765686035156,41.36743348439534,-0.6283322016398112,10.07498459730377,28.45582120088296,54.279045767907725,0.6382978723404256,Balanceada,1800,1020,44.93309920770841,44.93309920770841,34,37,49.84675444967914,11334.531271326647,10646.453221034591,688.0780502920552
2024-03-31,STORE_05,PROD_005,Buñuelo,1,132.922119140625,133.41791496276855,0.49579582214355467,16.76939394123823,111.92707190414056,154.90875802139655,0.6746031746031746,Agresiva,1700,820,141.00874733559112,141.00874733559112,133,141,147.53139297831783,16858.851054866223,15217.183860274474,1641.6671945917496
2024-03-31,STORE_05,PROD_006,Croissant,23,157.7860565185547,157.14560613632202,-0.640450382232666,15.077320852866805,137.8232419931123,176.46797027953173,0.6524822695035462,Agresiva,2300,1225,163.0563802008034,163.0563802008034,135,141,169.83499951189478,21202.80719093832,19634.525385553196,1568.281805385126
2024-03-31,STORE_05,PROD_007,Pastel de Pollo,4,126.72135162353516,127.51285575230916,0.7915041287740071,16.171203171691232,106.78862501088847,148.23708649372986,0.56657223796034,Conservadora,2000,1530,130.22402187706646,130.22402187706646,124,127,141.12288371446417,22773.359645627315,22455.543099035414,317.816546591901
2024-03-31,STORE_05,PROD_008,Jugo de Naranja,12,173.40443420410156,171.04491055806477,-2.359523646036784,18.243174849439832,147.66534126926126,194.42447984686828,0.594059405940594,Conservadora,3000,2050,175.38678396319955,175.38678396319955,160,164,186.39875387963082,36753.76756979783,35727.43096579631,1026.3366040015171
2024-03-31,STORE_06,PROD_001,Tinto,3,54.86270523071289,54.9952167669932,0.13251153628031412,9.140446191975542,43.28126363989077,66.70916989409564,0.6772908366533864,Agresiva,1700,810,59.20106866528686,59.20106866528686,52,57,62.688010366738084,9152.741223760419,8233.331018352765,919.4102054076538
2024-03-31,STORE_06,PROD_002,Café con Leche,9,78.05882263183594,76.60937674840291,-1.4494458834330242,14.127062246428117,58.50481800994693,94.71393548685889,0.6543385490753911,Agresiva,2300,1215,82.2186740996087,82.2186740996087,68,74,88.49901230338573,19810.126734290017,18308.487814216795,1501.6389200732228
