id_tienda,id_producto,origin,pred_naive,pred_A_week,pred_B_week,pred_champion,actual_week,fecha,unidades_vendidas,nombre,categoria,costo_unitario,precio_venta,costo_almacenamiento_semanal,bias,sigma,count,margen_unitario,forecast_ajustado,q_forecast,q_economic,q_p80,forecast_shortage,forecast_overstock,economic_shortage,economic_overstock,p80_shortage,p80_overstock,forecast_cost,forecast_fill_rate,economic_cost,economic_fill_rate,p80_cost,p80_fill_rate
STORE_01,PROD_001,2024-02-18,48,53.119835,53.00016,53.00016,54,2024-02-18,6,Tinto,Bebidas,800,2500,10,0.13251153628031412,9.140446191975542,120,1700,53.13267175356547,53.13267175356547,57.33852365185913,60.82546535331035,0.867328246434532,0.0,0.0,3.338523651859127,0.0,6.825465353310349,1474.4580189387043,0.983938365806768,2704.204158005893,1.0,5528.626936181383,1.0
STORE_01,PROD_002,2024-02-18,64,68.83378,67.24077,67.24077,74,2024-02-18,11,Café con Leche,Bebidas,1200,3500,15,-1.4494458834330242,14.127062246428117,120,2300,65.79132254918416,65.79132254918416,71.40061990038996,77.68095810416698,8.208677450815841,0.0,2.5993800996100447,0.0,0.0,3.680958104166976,18879.958136876434,0.8890719263403265,5978.574229103103,0.9648732418971615,4472.364096562876,1.0
STORE_01,PROD_003,2024-02-18,54,52.541485,52.086777,52.086777,80,2024-02-18,18,Cappuccino,Bebidas,1500,4500,15,0.32916514078776044,13.722181771161388,120,3000,52.415941874186196,52.415941874186196,58.24298152826083,63.964821424114476,27.584058125813804,0.0,21.757018471739173,0.0,16.035178575885524,0.0,82752.1743774414,0.6551992734273274,65271.05541521752,0.7280372691032604,48105.53572765657,0.799560267801431
STORE_01,PROD_004,2024-02-18,43,48.06446,49.30112,49.30112,42,2024-02-18,5,Pan de Bono,Alimentos,1000,2800,20,-0.6283322016398112,10.07498459730377,120,1800,48.672788556416826,48.672788556416826,52.23845427972989,57.15210952170062,0.0,6.672788556416826,0.0,10.238454279729893,0.0,15.152109521700623,6806.244327545162,1.0,10443.223365324491,1.0,15455.151712134635,1.0
STORE_01,PROD_005,2024-02-18,67,80.25445,75.20779,75.20779,68,2024-02-18,19,Buñuelo,Alimentos,800,2500,20,0.49579582214355467,16.76939394123823,120,1700,75.70358238220214,75.70358238220214,83.29441475502472,89.81706039775143,0.0,7.703582382202143,0.0,15.294414755024718,0.0,21.817060397751433,6316.937553405757,1.0,12541.420099120269,1.0,17889.989526156176,1.0
STORE_01,PROD_006,2024-02-18,86,83.21694,83.59055,83.59055,88,2024-02-18,13,Croissant,Alimentos,1200,3500,25,-0.640450382232666,15.077320852866805,120,2300,82.95010290145873,82.95010290145873,88.86087696594011,95.6394962770315,5.0498970985412654,0.0,0.0,0.8608769659401077,0.0,7.639496277031498,11614.76332664491,0.9426148056983947,1054.5742832766318,1.0,9358.382939363584,1.0
STORE_01,PROD_007,2024-02-18,85,91.764946,90.720535,90.720535,69,2024-02-18,17,Pastel de Pollo,Alimentos,1500,3500,30,0.7915041287740071,16.171203171691232,120,2000,91.51203940709432,91.51203940709432,94.22320553185162,105.12206736924932,0.0,22.51203940709432,0.0,25.22320553185162,0.0,36.12206736924932,34443.42029285431,1.0,38591.50446373298,1.0,55266.763074951465,1.0
STORE_01,PROD_008,2024-02-18,80,83.36533,83.41964,83.41964,82,2024-02-18,15,Jugo de Naranja,Bebidas,2000,5000,50,-2.359523646036784,18.243174849439832,120,3000,81.06011594136557,81.06011594136557,85.40198934650034,96.41395926293161,0.9398840586344335,0.0,0.0,3.4019893465003435,0.0,14.413959262931613,2819.6521759033003,0.9885379992849459,6974.078160325704,1.0,29548.616489009804,1.0
STORE_02,PROD_001,2024-02-18,80,70.34855,74.13293,74.13293,63,2024-02-18,11,Tinto,Bebidas,800,2500,10,0.13251153628031412,9.140446191975542,120,1700,74.26543847719829,74.26543847719829,78.47129037549195,81.95823207694316,0.0,11.265438477198288,0.0,15.471290375491947,0.0,18.958232076943162,9125.005166530613,1.0,12531.745204148478,1.0,15356.167982323961,1.0
STORE_02,PROD_002,2024-02-18,110,100.98259,99.659874,99.659874,89,2024-02-18,20,Café con Leche,Bebidas,1200,3500,15,-1.4494458834330242,14.127062246428117,120,2300,98.21042807896931,98.21042807896931,103.81972543017511,110.10006363395213,0.0,9.210428078969315,0.0,14.819725430175112,0.0,21.100063633952132,11190.670115947718,1.0,18005.96639766276,1.0,25636.57731525184,1.0
STORE_02,PROD_003,2024-02-18,111,93.6585,91.60801,91.60801,97,2024-02-18,26,Cappuccino,Bebidas,1500,4500,15,0.32916514078776044,13.722181771161388,120,3000,91.93717447916667,91.93717447916667,97.7642141332413,103.48605402909496,5.062825520833329,0.0,0.0,0.7642141332412962,0.0,6.486054029094959,15188.476562499985,0.9478059224656358,1157.7844118605638,1.0,9826.371854078863,1.0
STORE_02,PROD_004,2024-02-18,81,72.305954,73.560265,73.560265,55,2024-02-18,12,Pan de Bono,Alimentos,1000,2800,20,-0.6283322016398112,10.07498459730377,120,1800,72.93193238576254,72.93193238576254,76.49759810907561,81.41125335104633,0.0,17.931932385762536,0.0,21.49759810907561,0.0,26.411253351046327,18290.571033477787,1.0,21927.550071257123,1.0,26939.478418067254,1.0
STORE_02,PROD_005,2024-02-18,157,146.19626,153.83391,153.83391,134,2024-02-18,21,Buñuelo,Alimentos,800,2500,20,0.49579582214355467,16.76939394123823,120,1700,154.32970390319824,154.32970390319824,161.9205362760208,168.4431819187475,0.0,20.329703903198237,0.0,27.920536276020812,0.0,34.44318191874751,16670.357200622555,1.0,22894.839746337064,1.0,28243.409173372962,1.0
STORE_02,PROD_006,2024-02-18,108,121.469406,123.58704,123.58704,117,2024-02-18,14,Croissant,Alimentos,1200,3500,25,-0.640450382232666,15.077320852866805,120,2300,122.94659337997436,122.94659337997436,128.85736744445575,135.63598675554712,0.0,5.9465933799743596,0.0,11.857367444455747,0.0,18.635986755547123,7284.57689046859,1.0,14525.27511945829,1.0,22829.083775545227,1.0
STORE_02,PROD_007,2024-02-18,123,130.6739,129.28874,129.28874,105,2024-02-18,29,Pastel de Pollo,Alimentos,1500,3500,30,0.7915041287740071,16.171203171691232,120,2000,130.08024619420368,130.08024619420368,132.791412318961,143.6902741563587,0.0,25.08024619420368,0.0,27.791412318960994,0.0,38.6902741563587,38372.77667713163,1.0,42520.86084801032,1.0,59196.11945922881,1.0
STORE_02,PROD_008,2024-02-18,99,133.73938,126.879265,126.879265,99,2024-02-18,24,Jugo de Naranja,Bebidas,2000,5000,50,-2.359523646036784,18.243174849439832,120,3000,124.51974118550619,124.51974118550619,128.86161459064095,139.87358450707222,0.0,25.51974118550619,0.0,29.861614590640954,0.0,40.87358450707222,52315.469430287696,1.0,61216.30991081396,1.0,83790.84823949805,1.0
